lookupId,First Order (from sales data),src_www,src_iphone,src_android,src_ipad,src_manual,src_facebookshop,src_external,src_Amazon FBM,January,February,March,April,May,June,July,August,September,October,November,December,pct_Direct Sales,pct_Orders for Stock,pct_Drop Shipments,pct_Platypus,pct_Moss Motors Only,pct_R&D Club,Units Sold,Base Product Sku,Listing Type,Unit Weight (pounds),retailPrice,make,model,yearMin,yearMax,Revenue 2019 to present,Number of Components,BOM Cost,Sales Channel,Product Type,Designer,Main Component Material,Main Component MFG Process,Main Component Finishing Process
CS-AB744-586,1/24/20,64.10%,21.69%,5.24%,5.98%,0.00%,0.00%,0.00%,0.00%,26.70%,11.97%,11.22%,5.98%,2.99%,4.49%,5.24%,10.47%,3.74%,5.98%,4.49%,3.74%,79.28%,0.52%,0.00%,0.00%,0.00%,0.00%,137,CS-AB744,single,0.5,30,Tools,any,any,any,4011,3,10.3,BigC,#Other,Steve,Aluminum,Lathe,Anodize
CS-AB756-010,8/31/20,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB756,variant,0.5,50,MINI,Countryman,2017,2021,100,3,1.30623,BigC,#Decals,Steve,Vinyl,Cut,None
CS-AB756-020,6/14/20,35.48%,32.26%,32.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.26%,0.00%,3.23%,32.26%,32.26%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,CS-AB756,variant,0.5,50,MINI,Cooper,2014,2021,155,3,1.30623,BigC,#Decals,Steve,Vinyl,Cut,None
CS-AB756-458,10/15/19,21.57%,58.82%,0.00%,0.00%,19.61%,0.00%,0.00%,0.00%,1.96%,0.00%,0.00%,19.61%,0.00%,0.00%,0.00%,0.00%,19.61%,39.22%,0.00%,19.61%,80.39%,0.00%,0.00%,0.00%,0.00%,0.00%,6,CS-AB756,variant,0.5,50,MINI,Cooper,2015,2021,255,3,1.30623,BigC,#Decals,Steve,Vinyl,Cut,None
CS-AB765-010,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB765,variant,0.2,50,MINI,Countryman,2017,2021,0,3,1.30623,BigC,#Decals,Steve,Vinyl,Cut,None
CS-AB765-020,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB765,variant,0.2,50,MINI,Cooper,2014,2021,0,3,1.30623,BigC,#Decals,Steve,Vinyl,Cut,None
CS-AB765-458,7/28/20,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,CS-AB765,variant,0.5,50,MINI,Cooper,2015,2021,100,3,1.30623,BigC,#Decals,Steve,Vinyl,Cut,None
CS-AB789-000,2/10/20,74.64%,0.00%,25.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.36%,0.00%,0.00%,0.00%,49.28%,0.00%,0.00%,0.00%,0.00%,25.36%,0.00%,74.64%,0.00%,0.00%,0.00%,0.00%,0.00%,4,CS-AB789,single,0.2,35,Audi,A4 - S4 - RS 4,1998,2020,138,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-001,2/21/20,68.42%,15.79%,15.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.53%,5.26%,0.00%,15.79%,5.26%,15.79%,15.79%,5.26%,5.26%,5.26%,15.79%,89.47%,0.00%,0.00%,0.00%,0.00%,0.00%,19,CS-AB789,single,0.2,35,Ford,"EcoSport, Escape",1983,2020,665,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-002,5/29/20,36.36%,18.18%,45.45%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,18.18%,0.00%,0.00%,9.09%,9.09%,9.09%,0.00%,18.18%,0.00%,9.09%,18.18%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,CS-AB789,single,0.2,35,Chevrolet,"Tahoe, Traverse, Avalanche, Corvette",1996,2020,385,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-003,4/15/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,GMC,Yukon,1990,2020,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-004,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,RAM,1500,1996,2021,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-005,6/8/20,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,25.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB789,single,0.2,35,Volkswagen,Jetta GLI,1991,2020,140,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-006,5/14/20,66.67%,16.67%,16.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,16.67%,0.00%,33.33%,0.00%,0.00%,0.00%,16.67%,16.67%,0.00%,0.00%,83.33%,0.00%,0.00%,0.00%,0.00%,0.00%,6,CS-AB789,single,0.2,35,Toyota,"Venza, Corolla, Prius, Supra, Yaris",1984,2020,210,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-007,3/8/20,33.33%,66.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,33.33%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB789,single,0.2,35,Porsche,911,1997,2020,105,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-008,3/30/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB789,single,0.2,35,Tesla,Model S,2012,2020,105,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-009,4/17/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Nissan,Leaf,1995,2020,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-010,5/2/20,66.67%,16.67%,16.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,16.67%,0.00%,0.00%,50.00%,0.00%,16.67%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,CS-AB789,single,0.2,35,Jeep,"Renegade, Compass, Gladiator",1984,2020,210,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-011,12/10/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34.48%,51.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.79%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,29,CS-AB789,single,0.2,35,Alfa Romeo,"Stelvio, Giulia",2016,2020,710.5,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-012,6/18/20,25.00%,33.33%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,25.00%,8.33%,0.00%,8.33%,8.33%,0.00%,0.00%,8.33%,8.33%,0.00%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,CS-AB789,single,0.2,35,BMW,Z3-Z4 Coupe,1991,2020,420,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-013,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Acura,"ZDX, RDX",2007,2019,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-014,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Aston Martin,Vantage,2007,2016,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-015,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Bentley,Continental,2020,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-016,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Buick,Verano,2007,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-017,3/27/21,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Cadillac,"XTS, CT5, XT6",2007,2020,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-018,6/8/20,66.67%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB789,single,0.2,35,Chrysler,Pacifica,2007,2018,105,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-019,7/26/20,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,50.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,CS-AB789,single,0.2,35,Dodge,RAM,2007,2020,70,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-020,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Ferrari,California,2015,2017,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-021,2/16/21,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Fisker,Karma,2011,2011,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-022,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Freightliner,Sprinter,2007,2013,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-023,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Genesis,G90,2017,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-025,12/17/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Honda,Civic,2007,2020,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-026,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Hummer,H3,2007,2009,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-027,11/27/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Hyundai,"Veracruz, Palisade, Sonata, Venue",2007,2020,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-028,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Infiniti,QX80,2007,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-029,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Jaguar,XE,2007,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-031,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Kia,"Borrego, Sorento",2007,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-032,5/29/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,CS-AB789,single,0.2,35,Land Rover,Range Rover,2007,2018,70,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-033,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Lexus,SC,2007,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-034,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Lincoln,"Town Car, Aviator, Corsair",2007,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-035,6/9/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Lotus,Exige,2007,2020,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-036,7/15/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Maserati,Quattroporte,2007,2020,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-037,4/23/20,75.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,50.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,CS-AB789,single,0.2,35,Mercedes-Benz,SL,2007,2020,140,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-038,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Mercury,Mountaineer,2007,2011,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-039,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Mitsubishi,Raider,2007,2019,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-040,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Pontiac,Torrent,2007,2010,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-041,3/28/21,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Saab,9-3 Aero,2008,2010,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-042,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Saturn,"Sky, Vue",2007,2010,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-043,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Scion,FR-S,2007,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-044,11/22/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB789,single,0.2,35,Smart,ForTwo,2007,2017,35,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-045,3/5/20,72.97%,0.00%,27.03%,0.00%,0.00%,0.00%,0.00%,0.00%,27.03%,0.00%,27.03%,45.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,81.08%,18.92%,0.00%,0.00%,0.00%,0.00%,4,CS-AB789,single,0.2,35,Subaru,XV Crosstrek,2007,2020,129.5,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-046,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Suzuki,XL-7,2007,2012,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-047,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB789,single,0.2,35,Volvo,XC40,2007,2020,0,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-277,3/8/20,71.07%,20.30%,0.00%,0.00%,3.55%,0.00%,0.00%,0.00%,8.63%,0.00%,20.30%,25.38%,10.15%,0.00%,0.00%,5.08%,5.08%,15.23%,5.08%,0.00%,60.91%,3.55%,0.00%,0.00%,0.00%,0.00%,19,CS-AB789,single,0.2,35,Mazda,MX-5 Miata,1986,2021,689.5,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-756,3/7/20,81.90%,6.79%,9.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.26%,14.48%,2.26%,0.00%,7.01%,14.03%,13.35%,28.28%,8.37%,0.00%,7.69%,36.20%,57.01%,0.00%,0.00%,0.00%,0.00%,54,CS-AB789,single,0.2,35,FIAT,500,2007,2020,1547,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB789-992,2/19/20,58.43%,25.36%,11.03%,1.10%,0.77%,0.00%,0.00%,0.00%,5.51%,7.72%,15.44%,7.72%,2.21%,10.69%,11.47%,5.51%,5.51%,11.91%,4.41%,8.60%,74.97%,8.49%,0.00%,0.00%,0.00%,0.00%,93,CS-AB789,single,0.2,35,MINI,"Cooper, Convertible, Coupe, Paceman, Roadster",2001,2021,3174.5,2,18.01623,BigC,#Non-Craven,Outside,Electronics,Purchase,None
CS-AB795-719,1/31/20,10.00%,50.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,20.00%,20.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,0.00%,70.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,CS-AB795,single,0.8,75,Toyota,Tundra,2014,2021,750,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-955,7/9/19,51.87%,0.00%,8.65%,0.00%,34.58%,0.00%,0.00%,0.00%,0.00%,8.65%,0.00%,0.00%,0.00%,0.00%,12.97%,17.29%,8.65%,30.26%,4.32%,12.97%,56.20%,34.58%,0.00%,0.00%,0.00%,0.00%,29,CS-AB795,single,0.8,75,Toyota,4Runner,1984,2018,1735,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-956,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Avalon,1997,2004,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-958,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Camry,2007,2011,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-959,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Camry,2012,2017,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-960,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Celica,1982,2005,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-961,9/25/19,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB795,single,0.8,75,Toyota,Corolla,2009,2013,75,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
