lookupId,First Order (from sales data),src_www,src_iphone,src_android,src_ipad,src_manual,src_facebookshop,src_external,src_Amazon FBM,January,February,March,April,May,June,July,August,September,October,November,December,pct_Direct Sales,pct_Orders for Stock,pct_Drop Shipments,pct_Platypus,pct_Moss Motors Only,pct_R&D Club,Units Sold,Base Product Sku,Listing Type,Unit Weight (pounds),retailPrice,make,model,yearMin,yearMax,Revenue 2019 to present,Number of Components,BOM Cost,Sales Channel,Product Type,Designer,Main Component Material,Main Component MFG Process,Main Component Finishing Process
CS-AB795-962,12/4/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB795,single,0.8,75,Toyota,Corolla,2014,2018,75,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-963,3/15/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB795,single,0.8,75,Toyota,Corolla iM,2017,2018,75,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-964,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Echo,2000,2003,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-965,6/21/19,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,CS-AB795,single,0.8,75,Toyota,Highlander,2019,2021,150,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-966,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Scion,iM,2001,2015,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-967,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Scion,iQ,2012,2015,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-968,8/22/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB795,single,0.8,75,Toyota,Land Cruiser,1985,1997,75,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-969,9/26/19,57.89%,36.84%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,21.05%,10.53%,5.26%,5.26%,5.26%,0.00%,10.53%,10.53%,5.26%,10.53%,5.26%,10.53%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20,CS-AB795,single,0.8,75,Toyota,Land Cruiser,2008,2021,1425,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-970,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Matrix,2009,2014,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-971,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,MR2,1985,2005,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-972,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Paseo,1996,1997,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-973,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Prius,2001,2003,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-974,1/1/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB795,single,0.8,75,Toyota,Prius,2005,2009,75,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-975,8/22/19,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB795,single,0.8,75,Toyota,Prius,2010,2017,75,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-976,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,RAV4,1996,2003,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-977,8/9/19,50.00%,16.67%,16.67%,16.67%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,16.67%,0.00%,0.00%,0.00%,50.00%,0.00%,16.67%,0.00%,0.00%,66.67%,0.00%,0.00%,0.00%,0.00%,0.00%,7,CS-AB795,single,0.8,75,Toyota,RAV4,2013,2018,450,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-978,9/8/19,50.00%,33.33%,16.67%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,16.67%,0.00%,0.00%,0.00%,16.67%,16.67%,0.00%,16.67%,0.00%,0.00%,16.67%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,CS-AB795,single,0.8,75,Toyota,Sequoia,2008,2018,450,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-979,10/4/19,66.67%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,66.67%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB795,single,0.8,75,Toyota,Sienna,2011,2018,225,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-980,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,T100,1993,1998,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-981,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Scion,tC,2006,2008,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-982,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Scion,tC,2011,2016,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-983,12/14/19,33.33%,0.00%,33.33%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB795,single,0.8,75,Toyota,Venza,2009,2017,225,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-984,1/20/21,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB795,single,0.8,75,Scion,xB,2008,2014,75,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB795-985,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB795,single,0.8,75,Toyota,Yaris,2011,2018,0,14,23.51488,BigC,#Gemini,Jacob,Aluminum,,
CS-AB810-356,2/28/20,54.73%,27.62%,13.81%,0.00%,3.84%,0.00%,0.00%,0.00%,4.14%,1.53%,7.21%,15.60%,9.97%,13.86%,11.00%,12.53%,6.65%,8.75%,3.07%,5.68%,91.56%,5.37%,0.00%,0.00%,0.00%,0.00%,81,CS-AB810,single,0.5,30,FIAT,500,2007,2020,1955,3,7.60623,BigC,#Decals,Jacob,Vinyl,Cut,None
CS-AB819-969,3/6/20,60.00%,10.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,20.00%,10.00%,10.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,90.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9,CS-AB819,single,0.6,50,Audi,A3 - S3 - RS 3,2013,2019,500,8,22.76123,BigC,#Gemini,Jacob,Aluminum,Laser,Powder
CS-AB828-384,12/6/19,77.92%,0.00%,12.99%,0.00%,9.09%,0.00%,0.00%,0.00%,12.99%,0.00%,0.00%,12.99%,0.00%,0.00%,0.00%,35.06%,25.97%,0.00%,0.00%,12.99%,77.92%,9.09%,0.00%,0.00%,0.00%,0.00%,8,CS-AB828,variant,1,119,MINI,Cooper,2015,2021,916.3,15,33.39053,BigC,#Shifter,Steve,Stainless,Lathe,None
CS-AB828-468,9/7/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,CS-AB828,variant,1,119,MINI,Convertible,2016,2021,238,15,33.39053,BigC,#Shifter,Steve,Stainless,Lathe,None
CS-AB828-688,4/13/20,26.56%,15.63%,32.81%,0.00%,9.38%,0.00%,0.00%,0.00%,15.63%,0.00%,0.00%,42.19%,0.00%,10.94%,0.00%,0.00%,0.00%,15.63%,0.00%,0.00%,15.63%,53.13%,0.00%,0.00%,0.00%,0.00%,7,CS-AB828,variant,1,119,MINI,Clubman,2016,2021,761.6,15,33.39053,BigC,#Shifter,Steve,Stainless,Lathe,None
CS-AB828-833,1/7/20,75.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.77%,0.00%,12.42%,0.00%,24.84%,8.70%,0.00%,0.00%,0.00%,0.00%,0.00%,12.42%,37.27%,25.47%,0.00%,0.00%,0.00%,0.00%,7,CS-AB828,variant,1,119,MINI,Countryman,2017,2021,957.95,15,33.39053,BigC,#Shifter,Steve,Stainless,Lathe,None
CS-AB828-929,12/4/19,47.34%,18.16%,5.19%,5.19%,24.13%,0.00%,0.00%,0.00%,5.19%,8.70%,2.59%,7.78%,5.19%,2.59%,12.97%,5.19%,11.67%,7.26%,2.59%,28.27%,64.84%,27.76%,2.20%,0.00%,0.00%,0.00%,44,CS-AB828,variant,1,119,MINI,Cooper,2014,2021,4587.95,15,33.39053,BigC,#Shifter,Steve,Stainless,Lathe,None
CS-AB846-209,3/9/21,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB846,single,1.2,60,MINI,Roadster,2012,2015,60,4,40.13623,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB846-240,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB846,single,1.2,60,Chrysler,PT Cruiser,2001,2010,0,4,40.13623,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB846-314,9/23/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB846,single,1.2,60,MINI,Coupe,2012,2015,60,4,40.13623,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB846-642,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB846,single,1.2,60,Mercedes-Benz,SLS,2011,2012,0,4,40.13623,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-150,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,Lexus,IS,2006,2013,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-207,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,Chevrolet,Corvette,2014,2018,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-224,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,Ford,Mustang,2007,2009,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-395,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,Scion,xB,2008,2015,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-423,9/12/19,0.00%,33.33%,33.33%,0.00%,0.00%,0.00%,33.33%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,33.33%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB849,single,1.2,60,Ford,Mustang,2010,2018,180,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-430,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,Jeep,Renegade,2015,2019,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-452,10/8/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB849,single,1.2,60,BMW,X3,2004,2010,60,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-459,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,Lexus,IS,2008,2014,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-534,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,Lexus,IS,2014,2015,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-659,5/6/20,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB849,single,1.2,60,Scion,FR-S,2013,2016,60,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-682,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,Toyota,4Runner,2003,2009,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-753,10/10/19,33.33%,33.33%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB849,single,1.2,60,Toyota,Tacoma,2016,2018,180,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-768,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB849,single,1.2,60,BMW,Z3-Z4 Coupe,2009,2015,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-803,8/8/19,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,50.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,CS-AB849,single,1.2,60,Subaru,BRZ,2013,2016,120,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-831,2/23/21,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB849,single,1.2,60,Lincoln,MKZ,2013,2018,60,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB849-948,11/30/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB849,single,1.2,60,Ford,Mustang,2005,2009,60,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-104,11/4/19,66.67%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CS-AB852,single,1.2,60,Jeep,Grand Cherokee,2011,2019,180,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-112,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB852,single,1.2,60,Chevrolet,Impala,2011,2013,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-167,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB852,single,1.2,60,Jaguar,XK,2007,2015,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-210,6/13/19,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB852,single,1.2,60,Jaguar,F-Type,2014,2015,60,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-255,3/23/21,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB852,single,1.2,60,Porsche,911,2013,2018,60,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-367,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB852,single,1.2,60,Cadillac,STS,2005,2010,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-516,5/22/19,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB852,single,1.2,60,Nissan,GT-R,2016,2018,60,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-564,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB852,single,1.2,60,Jaguar,XKR,2007,2014,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-601,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB852,single,1.2,60,Audi,TT,2007,2014,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-605,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB852,single,1.2,60,Lexus,GX,2003,2009,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-621,5/12/19,75.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,25.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,CS-AB852,single,1.2,60,Toyota,Tacoma,2005,2015,240,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-634,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB852,single,1.2,60,Dodge,Durango,2011,2018,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-759,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AB852,single,1.2,60,Honda,Pilot,2009,2015,0,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AB852-826,10/10/19,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AB852,single,1.2,60,Porsche,Boxster,2016,2018,60,4,40.13498,BigC,#Wipers,Outside,Silicon,Purchase,None
